time_ms,node_id,role,type,ecef_x,ecef_y,ecef_z,ip,heading_deg,battery_pct
1400,UAV_01,RELAY,UAV,-1334776.9,5327180.3,3233682.4,10.0.0.2,263.5,99.9
1400,UAV_02,RELAY,UAV,-1334655.5,5327957.4,3232460.6,10.0.0.3,103.3,99.9
1400,UAV_03,RELAY,UAV,-1332822.3,5327734.9,3233576.3,10.0.0.4,177.2,99.9
1500,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
1500,UAV_01,RELAY,UAV,-1334775.5,5327180.8,3233682.2,10.0.0.2,257.0,99.8
1500,UAV_02,RELAY,UAV,-1334657.0,5327957.2,3232460.3,10.0.0.3,103.3,99.8
1500,UAV_03,RELAY,UAV,-1332822.6,5327735.6,3233575.0,10.0.0.4,177.2,99.8
1600,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
1600,UAV_01,RELAY,UAV,-1334774.2,5327181.3,3233681.8,10.0.0.2,250.6,99.8
1600,UAV_02,RELAY,UAV,-1334658.4,5327957.0,3232460.0,10.0.0.3,103.3,99.8
1600,UAV_03,RELAY,UAV,-1332822.8,5327736.3,3233573.7,10.0.0.4,177.2,99.8
1700,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
1700,UAV_01,RELAY,UAV,-1334772.9,5327182.0,3233681.3,10.0.0.2,244.3,99.8
1700,UAV_02,RELAY,UAV,-1334659.9,5327956.8,3232459.7,10.0.0.3,103.3,99.8
1700,UAV_03,RELAY,UAV,-1332823.1,5327737.0,3233572.5,10.0.0.4,177.2,99.8
1800,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
1800,UAV_01,RELAY,UAV,-1334771.7,5327182.6,3233680.7,10.0.0.2,238.0,99.8
1800,UAV_02,RELAY,UAV,-1334661.4,5327956.6,3232459.4,10.0.0.3,103.3,99.8
1800,UAV_03,RELAY,UAV,-1332823.3,5327737.8,3233571.2,10.0.0.4,177.2,99.8
1900,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
1900,UAV_01,RELAY,UAV,-1334770.6,5327183.3,3233680.0,10.0.0.2,233.4,99.8
1900,UAV_02,RELAY,UAV,-1334662.8,5327956.4,3232459.1,10.0.0.3,101.9,99.8
1900,UAV_03,RELAY,UAV,-1332823.6,5327738.5,3233569.9,10.0.0.4,177.2,99.8
2000,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2000,UAV_01,RELAY,UAV,-1334769.6,5327184.1,3233679.1,10.0.0.2,227.2,99.8
2000,UAV_02,RELAY,UAV,-1334664.3,5327956.2,3232458.9,10.0.0.3,101.9,99.8
2000,UAV_03,RELAY,UAV,-1332823.8,5327739.2,3233568.6,10.0.0.4,177.2,99.8
2100,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2100,UAV_01,RELAY,UAV,-1334768.7,5327184.9,3233678.2,10.0.0.2,222.5,99.8
2100,UAV_02,RELAY,UAV,-1334665.7,5327956.0,3232458.6,10.0.0.3,101.9,99.8
2100,UAV_03,RELAY,UAV,-1332824.1,5327739.9,3233567.3,10.0.0.4,177.2,99.8
2200,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2200,UAV_01,RELAY,UAV,-1334767.9,5327185.7,3233677.2,10.0.0.2,217.9,99.8
2200,UAV_02,RELAY,UAV,-1334667.2,5327955.8,3232458.3,10.0.0.3,101.9,99.8
2200,UAV_03,RELAY,UAV,-1332824.4,5327740.6,3233566.0,10.0.0.4,177.2,99.8
2300,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2300,UAV_01,RELAY,UAV,-1334767.3,5327186.5,3233676.2,10.0.0.2,211.8,99.8
2300,UAV_02,RELAY,UAV,-1334668.7,5327955.6,3232458.1,10.0.0.3,101.9,99.8
2300,UAV_03,RELAY,UAV,-1332824.6,5327741.4,3233564.7,10.0.0.4,177.2,99.8
2400,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2400,UAV_01,RELAY,UAV,-1334766.7,5327187.3,3233675.1,10.0.0.2,207.3,99.8
2400,UAV_02,RELAY,UAV,-1334670.1,5327955.4,3232457.8,10.0.0.3,101.9,99.8
2400,UAV_03,RELAY,UAV,-1332824.9,5327742.1,3233563.4,10.0.0.4,177.2,99.8
2500,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2500,UAV_01,RELAY,UAV,-1334766.2,5327188.2,3233673.9,10.0.0.2,202.8,99.8
2500,UAV_02,RELAY,UAV,-1334671.6,5327955.2,3232457.5,10.0.0.3,101.9,99.8
2500,UAV_03,RELAY,UAV,-1332825.1,5327742.8,3233562.1,10.0.0.4,177.2,99.8
2600,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2600,UAV_01,RELAY,UAV,-1334765.9,5327189.0,3233672.7,10.0.0.2,198.2,99.7
2600,UAV_02,RELAY,UAV,-1334673.0,5327955.0,3232457.3,10.0.0.3,101.9,99.7
2600,UAV_03,RELAY,UAV,-1332825.4,5327743.5,3233560.9,10.0.0.4,177.2,99.7
2700,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2700,UAV_01,RELAY,UAV,-1334765.7,5327189.8,3233671.5,10.0.0.2,193.7,99.7
2700,UAV_02,RELAY,UAV,-1334674.5,5327954.8,3232457.0,10.0.0.3,101.9,99.7
2700,UAV_03,RELAY,UAV,-1332825.7,5327744.3,3233559.6,10.0.0.4,175.8,99.7
2800,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2800,UAV_01,RELAY,UAV,-1334765.5,5327190.6,3233670.2,10.0.0.2,189.3,99.7
2800,UAV_02,RELAY,UAV,-1334676.0,5327954.6,3232456.7,10.0.0.3,101.9,99.7
2800,UAV_03,RELAY,UAV,-1332826.0,5327745.0,3233558.3,10.0.0.4,175.8,99.7
2900,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
2900,UAV_01,RELAY,UAV,-1334765.5,5327191.4,3233668.9,10.0.0.2,186.3,99.7
2900,UAV_02,RELAY,UAV,-1334677.4,5327954.4,3232456.5,10.0.0.3,101.9,99.7
2900,UAV_03,RELAY,UAV,-1332826.3,5327745.7,3233557.0,10.0.0.4,175.8,99.7
3000,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3000,UAV_01,RELAY,UAV,-1334765.6,5327192.1,3233667.6,10.0.0.2,181.8,99.7
3000,UAV_02,RELAY,UAV,-1334678.9,5327954.2,3232456.2,10.0.0.3,101.9,99.7
3000,UAV_03,RELAY,UAV,-1332826.5,5327746.4,3233555.7,10.0.0.4,175.8,99.7
3100,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3100,UAV_01,RELAY,UAV,-1334765.8,5327192.9,3233666.3,10.0.0.2,177.4,99.7
3100,UAV_02,RELAY,UAV,-1334680.4,5327954.0,3232455.9,10.0.0.3,101.9,99.7
3100,UAV_03,RELAY,UAV,-1332826.8,5327747.1,3233554.4,10.0.0.4,175.8,99.7
3200,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3200,UAV_01,RELAY,UAV,-1334766.1,5327193.6,3233665.0,10.0.0.2,172.9,99.7
3200,UAV_02,RELAY,UAV,-1334681.8,5327953.8,3232455.7,10.0.0.3,101.9,99.7
3200,UAV_03,RELAY,UAV,-1332827.1,5327747.8,3233553.1,10.0.0.4,175.8,99.7
3300,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3300,UAV_01,RELAY,UAV,-1334766.5,5327194.3,3233663.8,10.0.0.2,170.0,99.7
3300,UAV_02,RELAY,UAV,-1334683.3,5327953.6,3232455.4,10.0.0.3,101.9,99.7
3300,UAV_03,RELAY,UAV,-1332827.4,5327748.5,3233551.8,10.0.0.4,175.8,99.7
3400,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3400,UAV_01,RELAY,UAV,-1334767.0,5327194.9,3233662.5,10.0.0.2,165.6,99.7
3400,UAV_02,RELAY,UAV,-1334684.7,5327953.4,3232455.1,10.0.0.3,101.9,99.7
3400,UAV_03,RELAY,UAV,-1332827.7,5327749.2,3233550.6,10.0.0.4,175.8,99.7
3500,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3500,UAV_01,RELAY,UAV,-1334767.6,5327195.5,3233661.3,10.0.0.2,162.6,99.7
3500,UAV_02,RELAY,UAV,-1334686.2,5327953.2,3232454.9,10.0.0.3,101.9,99.7
3500,UAV_03,RELAY,UAV,-1332828.0,5327750.0,3233549.3,10.0.0.4,175.8,99.7
3600,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3600,UAV_01,RELAY,UAV,-1334768.2,5327196.1,3233660.1,10.0.0.2,158.2,99.6
3600,UAV_02,RELAY,UAV,-1334687.7,5327953.0,3232454.6,10.0.0.3,101.9,99.6
3600,UAV_03,RELAY,UAV,-1332828.3,5327750.7,3233548.0,10.0.0.4,175.8,99.6
3700,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3700,UAV_01,RELAY,UAV,-1334769.0,5327196.6,3233658.9,10.0.0.2,155.3,99.6
3700,UAV_02,RELAY,UAV,-1334689.1,5327952.8,3232454.3,10.0.0.3,101.9,99.6
3700,UAV_03,RELAY,UAV,-1332828.6,5327751.4,3233546.7,10.0.0.4,175.8,99.6
3800,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3800,UAV_01,RELAY,UAV,-1334769.8,5327197.1,3233657.7,10.0.0.2,150.9,99.6
3800,UAV_02,RELAY,UAV,-1334690.6,5327952.6,3232454.1,10.0.0.3,101.9,99.6
3800,UAV_03,RELAY,UAV,-1332828.9,5327752.1,3233545.4,10.0.0.4,175.8,99.6
3900,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
3900,UAV_01,RELAY,UAV,-1334770.7,5327197.6,3233656.6,10.0.0.2,148.0,99.6
3900,UAV_02,RELAY,UAV,-1334692.1,5327952.3,3232453.8,10.0.0.3,101.9,99.6
3900,UAV_03,RELAY,UAV,-1332829.2,5327752.8,3233544.1,10.0.0.4,175.8,99.6
4000,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4000,UAV_01,RELAY,UAV,-1334771.7,5327198.0,3233655.5,10.0.0.2,143.6,99.6
4000,UAV_02,RELAY,UAV,-1334693.5,5327952.1,3232453.5,10.0.0.3,101.9,99.6
4000,UAV_03,RELAY,UAV,-1332829.5,5327753.5,3233542.8,10.0.0.4,175.8,99.6
4100,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4100,UAV_01,RELAY,UAV,-1334772.7,5327198.4,3233654.5,10.0.0.2,140.7,99.6
4100,UAV_02,RELAY,UAV,-1334695.0,5327951.9,3232453.3,10.0.0.3,101.9,99.6
4100,UAV_03,RELAY,UAV,-1332829.7,5327754.2,3233541.6,10.0.0.4,175.8,99.6
4200,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4200,UAV_01,RELAY,UAV,-1334773.8,5327198.7,3233653.5,10.0.0.2,137.8,99.6
4200,UAV_02,RELAY,UAV,-1334696.4,5327951.7,3232453.0,10.0.0.3,100.5,99.6
4200,UAV_03,RELAY,UAV,-1332830.0,5327755.0,3233540.3,10.0.0.4,175.8,99.6
4300,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4300,UAV_01,RELAY,UAV,-1334774.9,5327199.0,3233652.6,10.0.0.2,134.9,99.6
4300,UAV_02,RELAY,UAV,-1334697.9,5327951.5,3232452.8,10.0.0.3,100.5,99.6
4300,UAV_03,RELAY,UAV,-1332830.3,5327755.7,3233539.0,10.0.0.4,175.8,99.6
4400,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4400,UAV_01,RELAY,UAV,-1334776.1,5327199.2,3233651.7,10.0.0.2,130.6,99.6
4400,UAV_02,RELAY,UAV,-1334699.4,5327951.3,3232452.6,10.0.0.3,100.5,99.6
4400,UAV_03,RELAY,UAV,-1332830.6,5327756.4,3233537.7,10.0.0.4,175.8,99.6
4500,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4500,UAV_01,RELAY,UAV,-1334777.4,5327199.4,3233650.9,10.0.0.2,127.7,99.5
4500,UAV_02,RELAY,UAV,-1334700.8,5327951.0,3232452.3,10.0.0.3,100.5,99.5
4500,UAV_03,RELAY,UAV,-1332830.9,5327757.1,3233536.4,10.0.0.4,175.8,99.5
4600,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4600,UAV_01,RELAY,UAV,-1334778.7,5327199.5,3233650.2,10.0.0.2,124.8,99.5
4600,UAV_02,RELAY,UAV,-1334702.3,5327950.8,3232452.1,10.0.0.3,100.5,99.5
4600,UAV_03,RELAY,UAV,-1332831.2,5327757.8,3233535.1,10.0.0.4,175.8,99.5
4700,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4700,UAV_01,RELAY,UAV,-1334780.0,5327199.6,3233649.5,10.0.0.2,121.9,99.5
4700,UAV_02,RELAY,UAV,-1334703.8,5327950.6,3232451.9,10.0.0.3,100.5,99.5
4700,UAV_03,RELAY,UAV,-1332831.5,5327758.5,3233533.8,10.0.0.4,175.8,99.5
4800,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4800,UAV_01,RELAY,UAV,-1334781.3,5327199.7,3233648.8,10.0.0.2,119.0,99.5
4800,UAV_02,RELAY,UAV,-1334705.2,5327950.4,3232451.6,10.0.0.3,100.5,99.5
4800,UAV_03,RELAY,UAV,-1332831.8,5327759.2,3233532.5,10.0.0.4,175.8,99.5
4900,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
4900,UAV_01,RELAY,UAV,-1334782.7,5327199.7,3233648.2,10.0.0.2,114.7,99.5
4900,UAV_02,RELAY,UAV,-1334706.7,5327950.2,3232451.4,10.0.0.3,100.5,99.5
4900,UAV_03,RELAY,UAV,-1332832.1,5327760.0,3233531.3,10.0.0.4,175.8,99.5
5000,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5000,UAV_01,RELAY,UAV,-1334784.1,5327199.7,3233647.7,10.0.0.2,111.8,99.5
5000,UAV_02,RELAY,UAV,-1334708.2,5327949.9,3232451.1,10.0.0.3,100.5,99.5
5000,UAV_03,RELAY,UAV,-1332832.4,5327760.7,3233530.0,10.0.0.4,175.8,99.5
5100,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5100,UAV_01,RELAY,UAV,-1334785.6,5327199.6,3233647.2,10.0.0.2,108.9,99.5
5100,UAV_02,RELAY,UAV,-1334709.6,5327949.7,3232450.9,10.0.0.3,100.5,99.5
5100,UAV_03,RELAY,UAV,-1332832.7,5327761.4,3233528.7,10.0.0.4,175.8,99.5
5200,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5200,UAV_01,RELAY,UAV,-1334787.0,5327199.5,3233646.8,10.0.0.2,106.1,99.5
5200,UAV_02,RELAY,UAV,-1334711.1,5327949.5,3232450.7,10.0.0.3,100.5,99.5
5200,UAV_03,RELAY,UAV,-1332832.9,5327762.1,3233527.4,10.0.0.4,175.8,99.5
5300,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5300,UAV_01,RELAY,UAV,-1334788.5,5327199.3,3233646.5,10.0.0.2,103.2,99.5
5300,UAV_02,RELAY,UAV,-1334712.6,5327949.3,3232450.4,10.0.0.3,100.5,99.5
5300,UAV_03,RELAY,UAV,-1332833.2,5327762.8,3233526.1,10.0.0.4,175.8,99.5
5400,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5400,UAV_01,RELAY,UAV,-1334789.9,5327199.1,3233646.2,10.0.0.2,100.3,99.5
5400,UAV_02,RELAY,UAV,-1334714.0,5327949.0,3232450.2,10.0.0.3,100.5,99.5
5400,UAV_03,CACHE,UAV,-1332833.5,5327763.5,3233524.8,10.0.0.4,175.8,99.5
5500,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5500,UAV_01,RELAY,UAV,-1334791.4,5327198.9,3233646.0,10.0.0.2,97.5,99.5
5500,UAV_02,RELAY,UAV,-1334715.5,5327948.8,3232450.0,10.0.0.3,100.5,99.5
5500,UAV_03,CACHE,UAV,-1332833.8,5327764.2,3233523.5,10.0.0.4,175.8,99.5
5600,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5600,UAV_01,RELAY,UAV,-1334792.8,5327198.6,3233645.9,10.0.0.2,94.6,99.4
5600,UAV_02,RELAY,UAV,-1334716.9,5327948.6,3232449.7,10.0.0.3,100.5,99.4
5600,UAV_03,CACHE,UAV,-1332834.1,5327764.9,3233522.2,10.0.0.4,175.8,99.4
5700,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5700,UAV_01,RELAY,UAV,-1334794.3,5327198.3,3233645.8,10.0.0.2,91.7,99.4
5700,UAV_02,RELAY,UAV,-1334718.4,5327948.4,3232449.5,10.0.0.3,100.5,99.4
5700,UAV_03,CACHE,UAV,-1332834.4,5327765.7,3233521.0,10.0.0.4,175.8,99.4
5800,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5800,UAV_01,RELAY,UAV,-1334795.8,5327197.9,3233645.8,10.0.0.2,88.9,99.4
5800,UAV_02,RELAY,UAV,-1334719.9,5327948.1,3232449.3,10.0.0.3,100.5,99.4
5800,UAV_03,CACHE,UAV,-1332834.7,5327766.4,3233519.7,10.0.0.4,175.8,99.4
5900,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
5900,UAV_01,RELAY,UAV,-1334797.2,5327197.5,3233645.9,10.0.0.2,86.0,99.4
5900,UAV_02,RELAY,UAV,-1334721.3,5327947.9,3232449.0,10.0.0.3,100.5,99.4
5900,UAV_03,CACHE,UAV,-1332835.0,5327767.1,3233518.4,10.0.0.4,174.5,99.4
6000,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
6000,UAV_01,RELAY,UAV,-1334798.7,5327197.1,3233646.0,10.0.0.2,83.2,99.4
6000,UAV_02,RELAY,UAV,-1334722.8,5327947.7,3232448.8,10.0.0.3,100.5,99.4
6000,UAV_03,CACHE,UAV,-1332835.3,5327767.8,3233517.1,10.0.0.4,174.5,99.4
6100,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
6100,UAV_01,RELAY,UAV,-1334800.1,5327196.6,3233646.1,10.0.0.2,81.7,99.4
6100,UAV_02,RELAY,UAV,-1334724.3,5327947.5,3232448.6,10.0.0.3,100.5,99.4
6100,UAV_03,CACHE,UAV,-1332835.6,5327768.5,3233515.8,10.0.0.4,174.5,99.4
6200,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
6200,UAV_01,RELAY,UAV,-1334801.5,5327196.2,3233646.4,10.0.0.2,78.9,99.4
6200,UAV_02,RELAY,UAV,-1334725.7,5327947.3,3232448.3,10.0.0.3,100.5,99.4
6200,UAV_03,CACHE,UAV,-1332836.0,5327769.2,3233514.5,10.0.0.4,174.5,99.4
6300,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
6300,UAV_01,RELAY,UAV,-1334802.8,5327195.6,3233646.7,10.0.0.2,76.0,99.4
6300,UAV_02,RELAY,UAV,-1334727.2,5327947.0,3232448.1,10.0.0.3,100.5,99.4
6300,UAV_03,CACHE,UAV,-1332836.3,5327769.9,3233513.2,10.0.0.4,174.5,99.4
6400,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
6400,UAV_01,RELAY,UAV,-1334804.2,5327195.1,3233647.0,10.0.0.2,73.2,99.4
6400,UAV_02,RELAY,UAV,-1334728.7,5327946.8,3232447.9,10.0.0.3,100.5,99.4
6400,UAV_03,CACHE,UAV,-1332836.6,5327770.6,3233512.0,10.0.0.4,174.5,99.4
6500,GS_01,CLIENT,GS,-1334775.0,5327142.5,3233647.0,10.0.0.1,-1.0,-1
6500,UAV_01,RELAY,UAV,-1334805.5,5327194.5,3233647.4,10.0.0.2,70.3,99.3
6500,UAV_02,RELAY,UAV,-1334730.1,5327946.6,3232447.6,10.0.0.3,99.1,99.3
6500,UAV_03,CACHE,UAV,-1332836.9,5327771.3,3233510.7,10.0.0.4,174.5,99.3
